pdb,name,n_subunit_uniprots,uniprots,c0_invnm,A_foot_nm2,E_curv_kBT,n_chains,contam_flag,resolution,rank,clears_gate,abs_c0,is_original13,rep_uniprot,n_label_go,label_positive
7B03,Proteorhodopsin,1,Q6J4G7,0.0343728576595422,43.52953435000001,2.05719420352608,5.0,False,2.93,290,False,0.0343728576595422,False,Q6J4G7,0,False
7WLT,Piezo-type mechanosensitive ion channel component 1,1,E2JF22,-0.0156012890714417,211.110691245,2.055375553567853,3.0,False,3.46,291,False,0.0156012890714417,True,E2JF22,0,False
6CNJ,Neuronal acetylcholine receptor subunit beta-2,2,"P17787,P43681",0.0459887884791102,24.249960004999995,2.051516222276177,5.0,False,3.7,292,False,0.0459887884791102,False,P17787,0,False
8GYX,Choline/ethanolaminephosphotransferase 1,1,Q9Y6K0,-0.0465422298062585,23.672312285,2.051138777217293,2.0,False,3.7,293,False,0.0465422298062585,False,Q9Y6K0,0,False
5XJ5,Glycerol-3-phosphate acyltransferase,1,O66905,-0.116778380222808,3.760184230000001,2.0511338843355853,1.0,False,1.481,294,False,0.116778380222808,False,O66905,0,False
6WLV,Potassium channel TASK2,1,Q9JK62,0.067213228433761,11.313904175000005,2.0444759206657475,2.0,False,3.45,295,False,0.067213228433761,False,Q9JK62,0,False
3CX5,Cytochrome b-c1 complex subunit 7,9,"P00127,P00128,P00163,P07143,P07256,P07257,P08067,P08525,P22289",0.0468877336565403,23.20686938,2.04077456075784,2.0,True,1.9,296,False,0.0468877336565403,False,P00127,0,False
7O3H,"Cytochrome b-c1 complex subunit 2, mitochondrial",10,"P00158,P99028,Q8R1I1,Q9CPX8,Q9CQ69,Q9CR68,Q9CZ13,Q9D0M3,Q9D855,Q9DB77",0.0464344729635773,23.350911425,2.0139323080997547,2.0,True,2.6,297,False,0.0464344729635773,False,P00158,0,False
7M1Q,Retinal-specific phospholipid-transporting ATPase ABCA4,1,P78363,0.0619654119850519,13.089069964999997,2.010330508432563,1.0,False,2.92,298,False,0.0619654119850519,False,P78363,0,False
6YTL,Calcium homeostasis modulator protein 4,1,Q5JW98,0.0213209304403907,109.4189843,1.98959635641659,11.0,False,3.82,299,False,0.0213209304403907,False,Q5JW98,0,False
7SGR,"Membrane fusion protein (MFP) family protein,Hemolysin secretion protein D, chromosomal",2,"A0A0H2VCZ1,Q8FDZ8",-0.0313665568092084,50.49895165000001,1.987357732629505,6.0,True,2.9,300,False,0.0313665568092084,False,A0A0H2VCZ1,0,False
5XTE,Cytochrome b-c1 complex subunit 10,10,"O14949,O14957,P00156,P07919,P08574,P14927,P22695,P31930,P47985,Q9UDW1",0.0461432182493107,23.32504414,1.986544178155984,2.0,True,3.4,301,False,0.0461432182493107,False,O14949,0,False
8EDW,Phospholipid-transporting ATPase ABCA7,1,Q8IZY2,0.0549807947038912,16.411309089999996,1.984381832195452,1.0,False,3.6,302,False,0.0549807947038912,False,Q8IZY2,0,False
6Y5A,5-hydroxytryptamine receptor 3A,1,P23979,0.0433706326212277,26.067454205,1.96132753107646,5.0,False,2.8,303,False,0.0433706326212277,False,P23979,0,False
7S5V,ATP-binding cassette sub-family C member 8,1,Q09428,-0.0511768841894671,18.61880152,1.950560368147668,1.0,False,3.3,304,False,0.0511768841894671,False,Q09428,0,False
7P5V,Volume-regulated anion channel subunit LRRC8A,1,Q80WG5,-0.0369490438515229,35.675588074999986,1.9482179522287029,6.0,False,3.06,305,False,0.0369490438515229,False,Q80WG5,0,False
6GYO,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 4,1,Q9Y3Q4,0.0329509947692963,44.376951795,1.927323067774528,4.0,False,3.4,306,False,0.0329509947692963,False,Q9Y3Q4,0,False
3RKO,NADH-QUINONE OXIDOREDUCTASE SUBUNIT K,1,C5W716,-0.0332796644999434,43.30782465,1.918599115188433,2.0,True,3.0,307,False,0.0332796644999434,False,C5W716,0,False
7S5T,ATP-sensitive inward rectifier potassium channel 11,1,Q14654,0.0710885123335684,9.468642854999995,1.9140204732531825,4.0,False,3.1,308,False,0.0710885123335684,False,Q14654,0,False
6SL5,Photosystem I iron-sulfur center,4,"D0FXV2,D0FXW0,D0FXW7,D0FXZ0",0.034776804226479,39.376658775,1.904926373357756,2.0,True,2.84,309,False,0.034776804226479,False,D0FXV2,0,False
2FYU,Ubiquinol-cytochrome c reductase complex 6.4 kDa protein,1,P07552,0.0453888257557452,22.93186492,1.889719136058902,2.0,True,2.26,310,False,0.0453888257557452,False,P07552,0,False
8B6J,Apocytochrome b,6,"I7M484,I7MFL6,I7MM45,Q23K66,Q24IM5,Q950Z1",0.0428408764876579,25.71058023,1.8875069708498464,2.0,True,2.8,311,False,0.0428408764876579,False,I7M484,0,False
7QL5,Acetylcholine receptor subunit beta,4,"P02710,P02712,P02714,P02718",0.0474619545613613,20.91579194,1.8846275817524747,5.0,False,2.5,312,False,0.0474619545613613,False,P02710,0,False
6KLV,Cytochrome c,3,"O66458,O66459,O66460",0.0455264358951047,22.44051586,1.860459121523728,2.0,True,3.2,313,False,0.0455264358951047,False,O66458,0,False
5AZS,Outer membrane protein OprJ,1,Q51397,-0.0757372469336032,8.089057720000001,1.8559956518045464,3.0,False,3.1,314,False,0.0757372469336032,False,Q51397,0,False
7OMM,LPS-assembly protein LptD,2,"Q5F651,Q5F9V6",-0.0471637284303159,20.827482175000004,1.8531604494990992,1.0,True,3.4,315,False,0.0471637284303159,False,Q5F651,0,False
3MP7,Preprotein translocase subunit secE,2,"Q8TZK2,Q8U019",0.069997959681805,9.444070245,1.850929863705796,1.0,True,2.9,316,False,0.069997959681805,False,Q8TZK2,0,False
6WTW,DASS family sodium-coupled anion symporter,1,Q5FKK5,0.0386229958775151,30.749282845000003,1.834792254750286,2.0,False,2.86,317,False,0.0386229958775151,False,Q5FKK5,0,False
8A3B,Pannexin-1,1,Q9JIP4,-0.0330733131266583,41.69124323999999,1.8241487194883723,7.0,False,3.1,318,False,0.0330733131266583,False,Q9JIP4,0,False
7WG5,"NAD(P)H-quinone oxidoreductase subunit M, chloroplastic",9,"A0A178WB24,A0A1B1W4Z0,P56753,P56754,P56755,P56756,Q2V2S7,Q9CAC5,Q9LVM2",0.0116992205551955,331.324894625,1.813960879558516,7.0,True,3.89,319,False,0.0116992205551955,False,A0A178WB24,0,False
7DUW,Bifunctional lysylphosphatidylglycerol flippase/synthetase MprF,1,A0A6P1C618,-0.0369445735487589,33.220380164999995,1.813701888244276,2.0,False,2.96,320,False,0.0369445735487589,False,A0A6P1C618,0,False
7MPE,Metal resistance protein YCF1,1,P39109,-0.0482299767561488,19.23547628,1.7897692437676136,1.0,False,3.2,321,False,0.0482299767561488,False,P39109,0,False
6TEJ,Drug ABC transporter ATP-binding protein,2,"A0A100XE85,A0A100XEC2",-0.0626971087976931,11.3301046,1.781512768060939,2.0,False,2.7,322,False,0.0626971087976931,False,A0A100XE85,0,False
7JRG,cytochrome b-c1 complex subunit 8,7,"A0A1S3TB49,A0A1S3TQD2,A0A1S3U9J1,A0A1S3U9S5,A0A1S3VF71,A0A1S3VHC0,A0A1S3W199",0.0425121589974383,24.339726575000004,1.7595516076687965,2.0,True,3.2,323,False,0.0425121589974383,False,A0A1S3TB49,0,False
4US3,TRANSPORTER,1,Q9KDT3,0.0672170509012552,9.675809175,1.7486632960068065,1.0,False,2.098,324,False,0.0672170509012552,False,Q9KDT3,0,False
7DYR,Microcin E492,3,"P69801,P69805,Q9Z4N4",0.0303416512660674,47.42887016499998,1.7465506929456227,6.0,True,2.28,325,False,0.0303416512660674,False,P69801,0,False
7Y8A,Photosystem I reaction center subunit XI,10,"A0A222AI25,A0A222AI28,A0A222AI34,A0A222AI52,A0A222AI55,A0A222AI68,A0A222AI78,A0A222AI95,A0A222AIB4,A0A222AIF3",0.0339334806737909,37.86885408999999,1.744210806646481,2.0,True,2.71,326,False,0.0339334806737909,False,A0A222AI25,0,False
5V7P,Protein-S-isoprenylcysteine O-methyltransferase,1,D6WJ77,-0.0824371244956362,6.367466175000001,1.7309013125793111,1.0,False,2.3,327,False,0.0824371244956362,False,D6WJ77,0,False
7KZZ,Cadmium and zinc efflux pump FieF,1,Q8E919,-0.0668556230332126,9.649399474999996,1.725186925780275,2.0,False,3.42,328,False,0.0668556230332126,False,Q8E919,0,False
6A96,"Gamma-aminobutyric acid receptor subunit alpha-5,Gamma-aminobutyric acid receptor subunit alpha-5",1,P31644,0.0403837130359117,26.395037635000005,1.7218478443838727,5.0,False,3.51,329,False,0.0403837130359117,False,P31644,0,False
7PQT,Potassium voltage-gated channel subfamily C member 1,1,P48547,-0.0299241544001026,47.9352055,1.7169528093946422,4.0,False,2.65,330,False,0.0299241544001026,False,P48547,0,False
6RV2,Potassium channel subfamily K member 3,1,O14649,0.0656082824955154,9.924052209999996,1.7087021641457805,2.0,False,3.0,331,False,0.0656082824955154,False,O14649,0,False
7KAJ,Protein transport protein SSS1,4,"P32915,P33754,P35179,P52870",0.0462348962824186,19.75671406,1.6893299476674746,2.0,True,3.1,332,False,0.0462348962824186,False,P32915,0,False
6UWZ,Alpha-bungarotoxin,1,P60615,0.0463559741806136,19.490647205,1.675319626945927,5.0,False,2.69,333,False,0.0463559741806136,False,P60615,0,False
5CBG,Ion transport 2 domain protein,1,D5UM26,-0.0511898836655006,15.964471369999998,1.6733347065637556,4.0,False,3.14,334,False,0.0511898836655006,False,D5UM26,0,False
7N7P,Ion channel TACAN,1,Q9BXJ8,-0.0576614608521369,12.575795114999998,1.672502311339698,2.0,False,3.24,335,False,0.0576614608521369,False,Q9BXJ8,0,False
4HYG,Putative uncharacterized protein,1,A3CWV0,0.0298823145967658,46.52988918000002,1.6619596547177036,4.0,False,3.32,336,False,0.0298823145967658,False,A3CWV0,0,False
3JC2,Prolactin,1,P01239,0.0636392892926719,10.23006351,1.6572535692901802,1.0,True,3.6,337,False,0.0636392892926719,False,P01239,0,False
5OY0,Photosystem I reaction center subunit XI,10,"P12975,P29254,P29255,P29256,P32422,P37277,P72986,P74564,Q55329,Q55330",0.0146591223507786,192.595313435,1.6554712599912385,6.0,True,2.501,338,False,0.0146591223507786,False,P12975,0,False
7DR2,Photosystem I P700 chlorophyll a apoprotein A1,1,A0A097PBL3,0.0116530173500713,303.9955496149999,1.651216437258535,8.0,True,3.8,339,False,0.0116530173500713,False,A0A097PBL3,0,False
4H33,Lmo2059 protein,1,Q8Y5K1,0.0656895717719219,9.502647124999998,1.6402024455040354,4.0,False,3.1,340,False,0.0656895717719219,False,Q8Y5K1,0,False
7KAH,Protein translocation protein SEC63,1,P14906,0.0464686806133027,18.9486584,1.636662535950032,2.0,True,3.1,341,False,0.0464686806133027,False,P14906,0,False
4MT4,CmeC,1,Q8RTE3,-0.0701751475818508,8.263944865000003,1.627848829728233,3.0,False,2.373,342,False,0.0701751475818508,False,Q8RTE3,0,False
6DW0,Gamma-aminobutyric acid receptor subunit gamma-2,3,"P15431,P18508,P62813",0.0479120730110288,17.688308350000003,1.6241876935564927,5.0,False,3.8,343,False,0.0479120730110288,False,P15431,0,False
7ZE8,Light-harvesting protein,1,P35105,0.0340127457012629,35.080171990000004,1.623323550960053,18.0,False,3.6,344,False,0.0340127457012629,False,P35105,0,False
4IL3,Ste24p,1,M4GGS2,-0.0690153131223984,8.514149299999998,1.622154360273027,1.0,False,3.102,345,False,0.0690153131223984,False,M4GGS2,0,False
8FWW,"Glutamate receptor ionotropic, kainate 2",1,P42260,-0.0481943246659846,17.42666155000001,1.619071343034716,4.0,False,3.1,346,False,0.0481943246659846,False,P42260,0,False
5BUN,Outer membrane protein,1,A0A0X1KHE0,-0.0675390120637335,8.836719924999997,1.6123543331668548,3.0,False,2.98,347,False,0.0675390120637335,False,A0A0X1KHE0,0,False
7BGI,"Chlorophyll a-b binding protein, chloroplastic",1,Q75VY9,0.0324720806459675,38.036753935,1.604292939566693,2.0,True,2.54,348,False,0.0324720806459675,False,Q75VY9,0,False
4TNW,Avermectin-sensitive glutamate-gated chloride channel GluCl alpha,1,G5EBR3,0.0416549587204947,23.081711475,1.6019959586479295,5.0,False,3.2,349,False,0.0416549587204947,False,G5EBR3,0,False
6EBU,LpxE,1,O67603,0.1104734484491441,3.2797319650000003,1.6010841768967528,1.0,False,2.372,350,False,0.1104734484491441,False,O67603,0,False
8E96,"Glutamate receptor ionotropic, NMDA 1",2,"O15399,Q05586",-0.0618616974169214,10.24304682,1.5679521824654792,4.0,False,3.38,351,False,0.0618616974169214,False,O15399,0,False
5YS3,Succinate-Acetate Permease,1,A8ALU5,0.033205423459116,35.52699398,1.5668827515336314,6.0,False,1.823,352,False,0.033205423459116,False,A8ALU5,0,False
7LZH,Glutamate receptor 3.4,1,Q8GXJ4,-0.0495899304296975,15.883242579999996,1.5623781553310838,4.0,False,3.57,353,False,0.0495899304296975,False,Q8GXJ4,0,False
6VD7,Pannexin,1,B3DLA5,-0.031115360341933,40.161268045,1.5553104059926983,7.0,False,3.02,354,False,0.031115360341933,False,B3DLA5,0,False
6I1R,CMP-sialic acid transporter 1,1,B4FZ94,0.069310773794535,8.047164920000002,1.5463378561208747,1.0,False,2.8,355,False,0.069310773794535,False,B4FZ94,0,False
6D7W,Mitochondrial calcium uniporter,1,A1CWT6,-0.0651859104818556,8.985594709999997,1.5272646131091168,4.0,False,3.8,356,False,0.0651859104818556,False,A1CWT6,0,False
4R0C,AbgT putative transporter family,1,Q0VR69,0.0363666964753772,28.783854985,1.5227080826992136,2.0,False,2.963,357,False,0.0363666964753772,False,Q0VR69,0,False
2A79,Potassium voltage-gated channel subfamily A member 2,1,P63142,-0.0302255115050923,41.418372565000006,1.5135624332061173,4.0,True,2.9,358,False,0.0302255115050923,False,P63142,0,False
7NG8,Outer membrane channel protein,1,A0A1C3Q001,-0.0664832803648569,8.555581429999998,1.5126358890361942,3.0,True,3.2,359,False,0.0664832803648569,False,A0A1C3Q001,0,False
7OCE,Protein cornichon homolog 2,1,Q5BJU5,-0.0466922164294385,17.30992427,1.509538309044771,4.0,True,3.1,360,False,0.0466922164294385,False,Q5BJU5,0,False
6DNF,Mitochondrial calcium uniporter MCU,1,W2SDE2,-0.063804703911123,9.23356867,1.5036091850129996,4.0,False,3.2,361,False,0.063804703911123,False,W2SDE2,0,False
5ZLG,Cytochrome b reductase 1,1,Q53TN4,-0.0592626892069327,10.683006985000002,1.5007771662775968,2.0,False,2.8,362,False,0.0592626892069327,False,Q53TN4,0,False
6M2R,Sodium-dependent dopamine transporter,1,Q7K4Y6,0.0573779278415732,11.350080415,1.494681467716415,1.0,False,2.802,363,False,0.0573779278415732,False,Q7K4Y6,0,False
7LFT,cGMP-gated cation channel alpha-1,1,P29973,0.0284455084682778,46.162488970000005,1.4940894899071973,4.0,False,2.6,364,False,0.0284455084682778,False,P29973,0,False
6HZM,ATP-binding cassette sub-family G member 2,1,Q9UNQ0,0.0594887752912203,10.48862884,1.4847343795044865,2.0,False,3.09,365,False,0.0594887752912203,False,Q9UNQ0,0,False
7W6T,Dipeptidyl aminopeptidase-like protein 6,1,Q9Z218,-0.1109218660117154,3.0104028300000025,1.4815589586264275,2.0,True,3.85,366,False,0.1109218660117154,False,Q9Z218,1,True
7QRM,Cytochrome b6-f complex subunit 7,1,P80883,0.1102044620087167,3.048122365,1.4807807036449745,2.0,True,2.7,367,False,0.1102044620087167,False,P80883,0,False
7SK0,Potassium channel subfamily K member 1,1,Q9Z2T2,0.0583125286716815,10.877758655000004,1.4795279008487956,2.0,False,3.33,368,False,0.0583125286716815,False,Q9Z2T2,0,False
5KHS,Putative RND superfamily efflux pump membrane protein,1,A0A0H3KP92,-0.0398476272170569,23.17251810500001,1.4717639235764397,2.0,False,3.758,369,False,0.0398476272170569,False,A0A0H3KP92,0,False
2BHW,CHLOROPHYLL A-B BINDING PROTEIN AB80,1,P07371,0.0437878308451303,19.08358276000001,1.4636147157624535,3.0,False,2.5,370,False,0.0437878308451303,False,P07371,0,False
7RHS,Cyclic nucleotide-gated cation channel beta-3,2,"Q16281,Q9NQW8",0.0272058820458817,49.117852405000015,1.4542028206008275,4.0,False,2.93,371,False,0.0272058820458817,False,Q16281,0,False
8DNZ,Protein transport protein Sec61 subunit beta,3,"P60059,P60468,P61619",0.0633111293528397,9.049979370000004,1.4510009665269674,1.0,True,2.57,372,False,0.0633111293528397,False,P60059,0,False
7N0L,Ion channel TACAN,1,Q8C1E7,-0.0513634280863074,13.74571912,1.4505592066240924,2.0,False,2.8,373,False,0.0513634280863074,False,Q8C1E7,0,False
7F57,Neuropilin and tolloid-like protein 2,1,C6K2K4,-0.0443415117122791,18.122006650000003,1.4252375868162022,4.0,True,3.8,374,False,0.0443415117122791,False,C6K2K4,0,False
5VRE,Putative integral membrane protein,1,K9UJK2,-0.0378538106840463,24.78447811500001,1.4205580362572665,4.0,False,3.299,375,False,0.0378538106840463,False,K9UJK2,0,False
7LDD,Glutamate receptor 1,1,P23818,-0.0449473422994844,17.440755775,1.4093969478477049,4.0,True,3.4,376,False,0.0449473422994844,False,P23818,0,False
1EK9,OUTER MEMBRANE PROTEIN TOLC,1,P02930,-0.0637078316548825,8.677045185000003,1.4086967022133856,3.0,False,2.1,377,False,0.0637078316548825,False,P02930,0,False
4TPH,Proton:oligopeptide symporter POT family,1,Q8EHE6,-0.0519992288519333,12.881805534999998,1.3932547624495717,1.0,False,3.155,378,False,0.0519992288519333,False,Q8EHE6,0,False
5KYH,Iho670,1,A8AAA0,0.1199858238389885,2.411379145,1.3886262395533866,3.0,False,4.0,379,False,0.1199858238389885,False,A8AAA0,0,False
7M1T,"Hemolysin, contains CBS domains",1,A0A1G8XA46,-0.0987387624430492,3.553017635,1.3855835340192098,2.0,False,3.26,380,False,0.0987387624430492,False,A0A1G8XA46,0,False
5M87,Divalent metal cation transporter MntH,1,E4KPW4,0.0568123016007383,10.715127724999997,1.3833819710066213,1.0,False,3.3,381,False,0.0568123016007383,False,E4KPW4,0,False
8AYN,Isoform Flip of Glutamate receptor 2,3,"P19490,P19491,Q8VHW5",-0.0452111312850582,16.90757619,1.3823948043959504,4.0,True,2.8,382,False,0.0452111312850582,False,P19490,0,False
2VPZ,HYPOTHETICAL MEMBRANE SPANNING PROTEIN,1,Q72LA6,0.0491782484086315,14.270088335,1.3804884120499523,2.0,False,2.4,383,False,0.0491782484086315,False,Q72LA6,0,False
6W8U,pilin,1,A4WH64,0.0962945152030963,3.693073080000001,1.369780549751917,3.0,False,3.8,384,False,0.0962945152030963,False,A4WH64,0,False
7LEP,Glutamate receptor 2,3,"O35089,P23819,Q8VHW2",-0.0449060827581945,16.963143080000005,1.3682853005835354,4.0,True,3.25,385,False,0.0449060827581945,False,O35089,0,False
7EEB,Cation channel sperm-associated protein subunit delta,12,"A0A2R8VHF7,A2ARP9,A2RTF1,C6KI89,D3Z338,E9Q9F6,P0DP43,Q80W99,Q8BVN3,Q8C0X7,Q91ZR5,Q9CQP8",-0.030883852741532,35.513362189999995,1.3549233523073323,3.0,True,2.9,386,False,0.030883852741532,False,A0A2R8VHF7,0,False
6GS4,Dipeptide and tripeptide permease A,1,P77304,-0.0515330676072143,12.735417650000002,1.352836070247546,1.0,False,2.645,387,False,0.0515330676072143,False,P77304,0,False
6PNJ,Photosystem I reaction center subunit IV,10,"G6FMD2,G6FMD3,G6FME9,G6FMF0,G6FMF1,G6FQU3,G6FSH2,G6FV28,G6FW50,G6FWT6",0.0132065893845152,193.68824504000008,1.3512776873851489,6.0,True,3.19,388,False,0.0132065893845152,False,G6FMD2,0,False
1YC9,multidrug resistance protein,1,Q9KS51,-0.0636201901257382,8.275510865,1.3398146734589689,3.0,False,1.8,389,False,0.0636201901257382,False,Q9KS51,0,False
3PIK,Cation efflux system protein cusC,1,P77211,-0.0622353327295757,8.605556665,1.3332542952855424,3.0,False,2.3,390,False,0.0622353327295757,False,P77211,0,False
1Q16,Respiratory nitrate reductase 1 beta chain,3,"P09152,P11349,P11350",0.0537686116539862,11.500441639999998,1.329940328003821,2.0,False,1.9,391,False,0.0537686116539862,False,P09152,0,False
7DSD,Calcium homeostasis modulator 1,1,E7F2J4,-0.0298303870995075,37.070946430000006,1.3195062247591107,7.0,False,2.9,392,False,0.0298303870995075,False,E7F2J4,0,False
8DRK,Volume-regulated anion channel subunit LRRC8C,1,Q8R502,-0.0300024934185814,36.42869512,1.3116510301440265,6.0,False,2.95,393,False,0.0300024934185814,False,Q8R502,0,False
7TYN,Calcitonin-1,1,B5XGR7,0.0791636513130738,5.22146413,1.30889233560534,1.0,False,2.6,394,False,0.0791636513130738,False,B5XGR7,0,False
7ARL,Lipoprotein-releasing ABC transporter permease subunit LolC,4,"P0ADC3,P69776,P75957,P75958",0.0759007070486967,5.655487275,1.3032317861969962,2.0,False,3.2,395,False,0.0759007070486967,False,P0ADC3,0,False
7BR3,"Gonadotropin-releasing hormone receptor,GlgA glycogen synthase,Gonadotropin-releasing hormone receptor",1,P30968,0.0820946221205248,4.75695603,1.2823853404858911,1.0,False,2.79,396,False,0.0820946221205248,False,P30968,0,False
6ZMQ,Cytochrome C-type biogenesis protein ccmF,1,Q72IU4,0.0491129988009494,13.27126796,1.2804579316442797,1.0,False,2.67,397,False,0.0491129988009494,False,Q72IU4,0,False
5W81,Cystic fibrosis transmembrane conductance regulator,1,Q1LX78,-0.0533569292093135,11.194344665,1.274794907872307,1.0,False,3.37,398,False,0.0533569292093135,False,Q1LX78,0,False
6YEZ,"Ferredoxin-1, chloroplastic",3,"A0A0F6NFW5,P09911,P16002",0.0284511883996722,39.32264578,1.273220274059315,2.0,True,2.7,399,False,0.0284511883996722,False,A0A0F6NFW5,0,False
7EU7,"Glutamate receptor ionotropic, NMDA 2A",1,Q12879,-0.040964772627493,18.890286455,1.268001106006366,4.0,False,3.5,400,False,0.040964772627493,False,Q12879,0,False
7VLT,Isoform SUR2B of ATP-binding cassette sub-family C member 9,1,Q63563,-0.0566235611850085,9.877582585000004,1.2667911483232484,1.0,False,3.1,401,False,0.0566235611850085,False,Q63563,0,False
6V4J,Potassium uptake protein TrkA,2,"Q87KD2,Q87TN7",0.0293380317695138,36.553562875,1.2584954635815668,2.0,False,2.97,402,False,0.0293380317695138,False,Q87KD2,0,False
6XJH,Phenol-soluble modulin export ABC transporter permease subunit PmtD,1,Q2FWX0,0.04664532175238,14.45563897,1.258095099607957,2.0,False,3.6,403,False,0.04664532175238,False,Q2FWX0,0,False
6ZZX,Photosystem I reaction center subunit IV,13,"A0A2P6TC44,A0A2P6THB2,A0A2P6TMT4,A0A2P6TPU7,A0A2P6TZI8,A0A2P6U0J1,A0A2P6U4S6,W8SIP9,W8SKM2,W8SU98,W8SUA3,W8SUD1,W8SY74",0.028509035886412,38.62284821999999,1.2556521658120494,2.0,True,2.7,404,False,0.028509035886412,False,A0A2P6TC44,0,False
4Q35,LPS-assembly protein LptD,2,"Q83LX4,Q83SQ0",-0.0398949151031429,19.629140380000003,1.2496729309596435,1.0,True,2.393,405,False,0.0398949151031429,False,Q83LX4,0,False
5SV0,Biopolymer transport protein ExbB,1,P0ABU7,-0.0430681757535454,16.721148080000003,1.240620741182601,5.0,False,2.6,406,False,0.0430681757535454,False,P0ABU7,0,False
6VGC,5-lipoxygenase-activating protein,1,P20292,-0.0570867045586672,9.48454423,1.2363641508923209,3.0,False,2.37,407,False,0.0570867045586672,False,P20292,0,False
3B9Y,Ammonium transporter family Rh-like protein,1,Q82X47,0.0331393822836468,27.7067618,1.21712331061789,3.0,False,1.85,408,False,0.0331393822836468,False,Q82X47,0,False
3L1L,Arginine/agmatine antiporter,1,P60063,0.0351402589599624,24.47006370500001,1.2086623850317075,2.0,False,3.002,409,False,0.0351402589599624,False,P60063,0,False
5BZ3,Na(+)/H(+) antiporter,1,Q5SIA2,0.036139476592029,23.071816865,1.2053287173461051,2.0,False,2.3,410,False,0.036139476592029,False,Q5SIA2,0,False
4KNF,Blue-light absorbing proteorhodopsin,1,Q9AFF7,0.0264024697343773,43.06940460499999,1.2009307532653684,5.0,False,2.6,411,False,0.0264024697343773,False,Q9AFF7,0,False
7O82,Arginine/agmatine antiporter,1,P60061,0.0347048843267211,24.864633575,1.1979074262361875,2.0,False,1.69,412,False,0.0347048843267211,False,P60061,0,False
7XR6,Excitatory amino acid transporter 2,1,P43004,-0.0255914199651986,45.65969284,1.196139258366726,3.0,False,3.4,413,False,0.0255914199651986,False,P43004,0,False
7ZQC,"Chlorophyll a-b binding protein, chloroplastic",13,"A8IFG7,A8IL32,P09144,P12154,P12352,P12356,P14224,P14225,P59777,Q00914,Q05093,Q39615,Q75VZ0",0.0277001580725664,38.915261770000015,1.1943852797596524,2.0,True,2.31,414,False,0.0277001580725664,False,A8IFG7,0,False
1PP9,Cytochrome b,9,"P00125,P00126,P00129,P00130,P00157,P13271,P13272,P23004,P31800",0.0356179924731266,23.311166045000004,1.182940401717244,2.0,True,2.1,415,False,0.0356179924731266,False,P00125,0,False
6WBN,Pannexin-1,1,Q96RD7,0.026819662278428,40.95549633999999,1.1783621778239504,7.0,False,2.83,416,False,0.026819662278428,False,Q96RD7,0,False
5SYT,CAAX prenyl protease 1 homolog,1,O75844,-0.0609231873171768,7.92845072,1.1771005291551473,1.0,False,2.0,417,False,0.0609231873171768,False,O75844,0,False
4XK8,Photosystem I P700 chlorophyll a apoprotein A2,4,"C6T221,P05311,P12357,Q01667",0.027556407277929,38.628848340000005,1.1733212646320947,2.0,True,2.8,418,False,0.027556407277929,False,C6T221,0,False
7ZCU,Light-harvesting protein B-800-850 alpha chain,2,"P35101,P35106",0.029093889463274,34.337802725,1.1626153737493856,18.0,False,2.7,419,False,0.029093889463274,False,P35101,0,False
7ABW,PepSY domain-containing protein,1,Q9I117,0.1022905765227853,2.77397395,1.1610037497303152,1.0,False,3.35,420,False,0.1022905765227853,False,Q9I117,0,False
6V3H,NPC1-like intracellular cholesterol transporter 1,1,Q6T3U3,-0.0504737321998592,11.369219780000003,1.1585679001995806,1.0,False,3.5,421,False,0.0504737321998592,False,Q6T3U3,0,False
7VLY,Mannose/fructose/sorbose family PTS transporter subunit IIC,2,"Q8YAM0,S5LAD9",0.0226905692530827,56.12675054,1.1559010911063046,6.0,True,2.45,422,False,0.0226905692530827,False,Q8YAM0,0,False
6VRH,"8B6 antibody, light chain",1,A0A0U5BC76,0.0502554772783456,11.385189265000005,1.150183279000153,1.0,False,3.3,423,False,0.0502554772783456,False,A0A0U5BC76,0,False
3M73,Tellurite resistance protein tehA homolog,1,P44741,-0.0298918552113941,31.988883224999995,1.143312126443573,3.0,False,1.15,424,False,0.0298918552113941,False,P44741,0,False
5O0T,Putative ferric reductase,1,K9WT99,-0.0781054356391523,4.678773945,1.1417067591645502,1.0,False,2.05,425,False,0.0781054356391523,False,K9WT99,0,False
7TBG,Two pore calcium channel protein 1,1,Q94KI8,0.0251796674422256,44.826230435,1.1368212695364044,2.0,False,2.5,426,False,0.0251796674422256,False,Q94KI8,0,False
6BMS,Palmitoyltransferase,1,F1QXD3,-0.1037596318765575,2.638669735,1.136323194899492,1.0,False,2.441,427,False,0.1037596318765575,False,F1QXD3,0,False
6VPV,Photosystem I iron-sulfur center,10,"K9YZN5,K9Z0B2,K9Z0X2,K9Z1F7,K9Z1N0,K9Z2J7,K9Z6P4,K9Z7M2,K9Z7Y0,K9Z9J3",0.0122025739308812,190.16466258,1.1326421089316248,6.0,True,2.7,428,False,0.0122025739308812,False,K9YZN5,0,False
6LMT,Calcium homeostasis modulator 1,1,H2MCM1,-0.0249318659293954,45.518502685,1.1317682977071242,8.0,False,2.66,429,False,0.0249318659293954,False,H2MCM1,0,False
6LUM,Succinate dehydrogenase subunit A,4,"A0QT08,A0QT09,A0QT10,A0R4D1",0.0311486218194728,29.076470105,1.1284422677662,5.0,True,2.84,430,False,0.0311486218194728,False,A0QT08,0,False
